Accelerometer1RMS,Accelerometer2RMS,Current,Pressure,Temperature,Thermocouple,Voltage,Volume Flow RateRMS,__label__
0.20545,0.270123,2.75322,-0.273216,89.7653,27.405,203.818,122.336,0
0.206782,0.274671,3.08899,0.054711,89.78,27.4002,249.658,123.334,0
0.20645,0.269986,2.73205,0.054711,90.4381,27.4018,230.485,123.336,0
0.207046,0.273372,2.62107,-0.273216,90.0279,27.411,232.218,122.336,0
0.206848,0.271827,1.87273,-0.273216,89.9119,27.4146,230.553,122.666,0
0.207824,0.272661,2.48391,0.382638,90.4579,27.4146,246.673,123.0,0
0.207974,0.273173,2.64858,0.054711,90.3329,27.4086,232.747,122.336,0
0.2064,0.273885,2.61694,0.054711,90.224,27.4164,235.557,123.334,0
0.20794,0.273454,2.66155,0.054711,90.5032,27.4197,226.57,123.336,0
0.206885,0.273539,2.70387,0.710565,90.4995,27.4122,226.522,123.0,0
0.206689,0.273006,2.06772,-0.273216,90.4444,27.4213,211.374,123.0,0
0.208155,0.273048,2.65603,-0.273216,90.5107,27.4204,238.56,123.0,0
0.205099,0.271506,2.32645,-0.273216,90.4289,27.4313,233.641,123.666,0
0.208353,0.274474,2.43908,0.054711,90.5516,27.4313,224.153,122.673,0
0.206104,0.271838,2.16064,0.710565,90.5035,27.4245,228.917,122.666,0
0.208349,0.274295,1.86333,-0.273216,90.5128,27.4374,213.702,123.0,0
0.207675,0.270874,2.2482,0.382638,90.5068,27.4369,239.809,123.0,0
0.208939,0.273552,1.89146,0.054711,90.4673,27.4374,229.713,123.666,0
0.207312,0.273377,3.00802,0.382638,90.4928,27.4324,245.348,123.336,0
0.208943,0.273822,2.63172,-0.273216,90.3983,27.438,228.696,123.0,0
0.207061,0.274352,1.26976,0.054711,90.6001,27.4316,207.935,123.0,0
0.208388,0.274298,2.62764,0.054711,90.5444,27.4354,228.078,123.0,0
0.208171,0.273835,1.76657,0.054711,90.4573,27.4354,251.353,123.0,0
0.205791,0.273095,2.93527,0.054711,90.6678,27.4377,226.893,123.0,0
0.206083,0.271746,1.8936,0.382638,90.5692,27.4412,224.223,123.0,0
0.208907,0.275117,1.56528,0.054711,90.5129,27.4391,216.555,123.0,0
0.207627,0.271112,1.94605,0.054711,90.3259,27.4381,228.667,123.0,0
0.209303,0.27519,2.99303,0.710565,90.4749,27.4424,245.357,123.0,0
0.207515,0.272377,1.95037,0.054711,90.4594,27.446,229.233,122.336,0
0.208794,0.273687,2.58961,-0.601143,90.5014,27.4495,218.851,123.334,0
0.206295,0.273343,1.96622,0.054711,90.4305,27.4531,228.924,123.336,0
0.208194,0.273521,1.23343,0.054711,90.6017,27.4531,205.504,123.0,0
0.206339,0.272807,1.92748,0.054711,90.7045,27.4617,227.408,123.0,0
0.207797,0.273789,2.86791,0.054711,90.3997,27.4732,208.404,123.0,0
0.207055,0.27343,2.76562,0.382638,90.6259,27.4711,224.472,123.0,0
0.207393,0.273839,1.98652,0.054711,90.4574,27.4666,224.782,123.0,0
0.208173,0.273673,2.78958,0.054711,90.6439,27.4759,231.062,123.0,0
0.206327,0.272788,2.61804,0.054711,90.5483,27.4792,221.54,123.0,0
0.205526,0.271934,2.42605,0.054711,90.6578,27.48,231.463,123.0,0
0.209327,0.273865,2.96145,0.054711,90.7869,27.484,231.39,123.0,0
0.206241,0.272279,2.7712,0.382638,90.2368,27.4843,232.149,123.0,0
0.208752,0.274142,2.67383,0.382638,90.5058,27.4929,230.924,123.0,0
0.207293,0.270733,2.9613,0.382638,90.9249,27.4898,202.235,123.0,0
0.209256,0.27428,2.60653,0.382638,90.6813,27.4898,225.103,123.0,0
0.208188,0.272473,2.91666,0.382638,90.6717,27.4895,202.683,123.0,0
0.209529,0.274831,2.68032,0.054711,90.6184,27.4978,228.576,123.0,0
0.207942,0.27352,2.82547,0.054711,90.0413,27.4829,237.982,123.0,0
0.208982,0.274732,2.30452,0.710565,90.7002,27.4893,224.665,123.0,0
0.208944,0.273805,2.70412,0.054711,89.9318,27.5006,225.511,123.666,0
0.206825,0.273789,2.96464,0.054711,90.1053,27.4969,247.719,123.336,0
0.209785,0.273122,2.63007,-0.273216,90.1075,27.5005,237.007,123.666,0
0.205995,0.272466,2.84991,-0.273216,90.1712,27.5005,239.789,123.336,0
0.208257,0.271936,2.72305,0.054711,90.0792,27.5031,212.179,123.0,0
0.209324,0.275316,2.9812,0.382638,90.8329,27.5013,205.898,122.336,0
0.208538,0.272739,2.67483,0.382638,90.123,27.5015,232.312,122.666,0
0.209619,0.275189,2.81727,0.382638,90.0953,27.5006,235.416,123.0,0
0.207973,0.272372,2.65379,0.054711,90.5251,27.5035,227.6,122.335,0
0.209009,0.275719,2.63907,-0.273216,89.9412,27.5053,224.816,122.666,0
0.208851,0.272444,2.08353,0.054711,90.2657,27.4998,228.696,123.0,0
0.206654,0.275003,2.1972,0.054711,90.0498,27.4998,221.927,123.0,0
0.209925,0.272457,1.01039,0.054711,90.0095,27.5021,209.635,123.0,0
0.205507,0.273055,3.01432,0.054711,90.6029,27.5038,247.959,123.0,0
0.209431,0.274009,2.94386,0.054711,90.5545,27.4919,242.536,123.0,0
0.207524,0.27197,2.58822,-0.273216,90.0668,27.5085,231.348,123.0,0
0.208192,0.274697,1.88602,0.054711,90.2655,27.501,220.151,123.666,0
0.208265,0.270748,2.88405,0.054711,90.105,27.5122,229.99,123.335,0
0.208084,0.2713,2.27287,0.054711,90.2406,27.5063,231.373,124.0,0
0.209169,0.274793,2.60254,0.382638,89.9318,27.5141,223.302,123.335,0
0.208337,0.272786,2.22995,0.382638,90.0963,27.5141,251.692,123.0,0
0.208477,0.275686,2.27527,-0.601143,89.9627,27.5108,252.132,123.0,0
0.208767,0.272281,1.80737,0.054711,90.0585,27.5166,229.468,123.0,0
0.207682,0.275745,1.94127,0.054711,90.0409,27.5165,231.267,123.666,0
0.209629,0.273175,2.86024,0.054711,89.9935,27.5054,246.913,123.335,0
0.207089,0.273877,1.93528,0.054711,90.1191,27.5087,225.297,122.335,0
0.208848,0.273295,2.37296,0.382638,90.149,27.513,224.175,123.335,0
0.207942,0.272524,1.16726,0.054711,90.0879,27.52,213.418,123.335,0
0.207659,0.273986,2.39298,0.054711,90.1343,27.52,228.068,123.0,0
0.208549,0.27099,1.26101,0.054711,90.1301,27.5086,214.045,123.0,0
0.208997,0.274002,1.91507,0.054711,90.1542,27.5099,229.043,123.666,0
0.209274,0.273334,2.92959,0.054711,90.0298,27.5071,227.824,123.335,0
0.209324,0.273987,2.57205,0.054711,89.9264,27.5112,221.289,123.0,0
0.20916,0.274094,2.21104,-0.273216,89.9519,27.5086,244.521,123.666,0
0.208832,0.27553,2.90366,0.054711,90.0162,27.497,247.512,124.0,0
0.207597,0.27493,2.73688,0.054711,90.1024,27.497,231.975,123.666,0
0.208773,0.272745,2.09104,0.054711,90.0283,27.4982,222.053,124.0,0
0.207441,0.271594,2.13058,0.382638,90.0578,27.5044,221.382,124.0,0
0.207472,0.274051,1.07935,0.054711,90.0519,27.5008,210.71,123.335,0
0.208429,0.271607,1.896,0.382638,90.1531,27.5057,218.824,123.0,0
0.20842,0.273725,1.91859,0.054711,89.9921,27.5012,232.256,123.666,0
0.209157,0.273931,2.79173,0.382638,89.9074,27.4931,229.754,123.335,0
0.209558,0.271877,2.40031,0.054711,90.0929,27.4968,206.533,123.666,0
0.209393,0.273965,1.91666,0.054711,89.9576,27.5079,229.441,123.335,0
0.209461,0.274912,2.60485,0.054711,90.0216,27.5079,228.022,123.0,0
0.209433,0.272499,2.46493,0.382638,90.5153,27.5107,222.905,123.666,0
0.207989,0.276012,2.68525,0.054711,89.7669,27.4989,236.932,124.0,0
0.20956,0.273518,2.56468,0.054711,90.3468,27.5123,241.271,123.335,0
0.207917,0.273417,2.60515,0.054711,90.5434,27.5073,220.569,123.666,0
0.207862,0.273303,2.60454,-0.273216,90.3104,27.5099,229.804,123.335,0
0.209324,0.273761,0.910947,-0.273216,90.3842,27.5025,208.125,123.666,0
0.208228,0.272319,2.47533,-0.273216,90.2899,27.5025,221.064,123.335,0
0.209913,0.271796,2.52811,0.054711,90.3778,27.5083,230.329,124.0,0
0.210425,0.274757,3.12716,0.054711,90.3464,27.5145,249.31,123.335,0
0.208784,0.274005,2.53112,0.054711,90.4553,27.5052,229.263,123.666,0
0.210162,0.274249,2.89306,0.054711,90.5549,27.4959,224.719,123.335,0
0.207671,0.274299,1.12609,0.382638,90.5226,27.5045,219.082,123.666,0
0.20952,0.272964,2.61574,0.054711,90.5545,27.5089,225.009,123.335,0
0.208003,0.27414,2.08787,0.054711,90.5543,27.5092,238.042,123.666,0
0.207636,0.272094,2.66505,0.382638,90.4744,27.51,228.731,124.0,0
0.208591,0.272766,2.56175,0.054711,90.6314,27.5132,229.28,123.335,0
0.207831,0.272143,1.83262,0.054711,90.6216,27.5132,209.361,124.335,0
0.208272,0.272624,1.92753,0.054711,90.6266,27.5098,230.215,124.335,0
0.208951,0.273159,2.90068,0.054711,90.6479,27.5171,237.632,124.0,0
0.209281,0.273871,1.28133,0.054711,90.4421,27.5118,211.79,124.0,0
0.209664,0.272344,2.20666,0.382638,90.8744,27.5188,243.277,124.0,0
0.209201,0.274037,2.05501,0.054711,90.4089,27.5209,229.251,124.0,0
0.209867,0.272964,2.70677,-0.273216,90.6348,27.5278,229.023,123.335,0
0.209331,0.275278,1.12385,0.710565,90.6669,27.5281,218.684,124.335,0
0.208627,0.272906,2.56829,0.382638,90.389,27.5229,228.795,123.673,0
0.209651,0.274367,2.47868,0.382638,90.5459,27.5229,233.827,123.666,0
0.206906,0.272557,2.59214,0.710565,90.5142,27.5327,231.53,124.0,0
0.210405,0.274179,3.06034,0.054711,90.4902,27.5333,245.328,123.335,0
0.208453,0.271849,2.74778,0.382638,90.5775,27.5199,235.394,123.666,0
0.210495,0.273917,2.56447,0.382638,90.4552,27.5191,229.564,122.673,0
0.20937,0.271973,2.62726,0.054711,90.1051,27.5294,238.245,123.335,0
0.210685,0.274222,2.39989,0.382638,90.0731,27.5256,218.394,123.335,0
0.208877,0.274067,2.49495,-0.273216,90.4815,27.5168,229.67,124.335,0
0.210466,0.275333,1.78677,-0.273216,90.7661,27.5168,223.057,124.335,0
0.208844,0.274621,2.50222,-0.273216,90.7245,27.5225,226.908,124.0,0
0.208445,0.273444,2.02416,0.054711,90.0523,27.5234,204.538,123.335,0
0.210139,0.27333,2.5233,0.054711,90.479,27.5117,229.488,123.666,0
0.207149,0.272275,2.11247,0.382638,90.3326,27.5102,222.362,124.0,0
0.210036,0.275388,2.39816,0.054711,90.6449,27.5208,247.605,124.0,0
0.208993,0.271138,2.67507,-0.273216,90.6189,27.5197,240.266,123.335,0
0.209402,0.272501,2.4585,0.710565,90.0179,27.5201,234.659,124.666,0
0.210457,0.273683,2.34839,0.054711,89.9581,27.5201,235.813,124.335,0
0.208859,0.274672,1.21694,0.054711,90.0519,27.5201,221.191,123.335,0
0.210077,0.274159,2.47287,0.054711,90.0462,27.5192,209.595,123.666,0
0.209754,0.274393,2.1752,0.054711,89.8311,27.5238,214.215,124.0,0
0.207755,0.272516,2.69555,0.054711,89.8877,27.5178,232.867,124.0,0
0.209776,0.273802,2.80277,0.382638,89.9473,27.5347,238.527,124.0,0
0.207915,0.272053,0.93137,0.054711,89.9992,27.5175,208.686,123.335,0
0.209899,0.274121,2.65044,0.054711,90.02,27.5366,225.198,123.0,0
0.209876,0.271002,2.34409,0.054711,89.9714,27.5283,232.103,123.666,0
0.210655,0.274749,2.45593,0.054711,90.1471,27.5282,224.624,123.335,0
0.209033,0.274152,3.12827,0.054711,90.5746,27.5282,235.822,123.666,0
0.210024,0.272885,2.64832,-0.273216,90.0631,27.5264,232.31,124.0,0
0.209123,0.275268,2.56036,0.382638,90.1838,27.5304,223.317,124.0,0
0.209387,0.274496,2.57699,-0.273216,90.0835,27.5358,228.655,123.0,0
0.206654,0.271808,2.53517,0.054711,90.3324,27.5382,229.786,123.666,0
0.209927,0.274116,3.08237,0.054711,89.9604,27.5397,237.345,123.335,0
0.206204,0.271637,2.16095,-0.273216,90.0794,27.5374,229.118,123.666,0
0.210002,0.274361,2.11856,0.054711,90.2458,27.5335,228.758,123.335,0
0.207135,0.271073,2.19911,0.054711,89.9247,27.5337,207.305,123.0,0
0.208873,0.274503,1.97348,0.382638,89.9578,27.5415,230.576,123.666,0
0.20829,0.271112,2.84088,0.054711,90.0071,27.5409,233.107,123.335,0
0.20941,0.274833,1.58775,0.382638,89.9245,27.543,215.081,123.666,0
0.208989,0.270598,2.73796,0.054711,90.158,27.543,227.484,124.0,0
0.208262,0.273478,1.87604,0.382638,89.8617,27.5392,225.762,122.673,0
0.206538,0.27106,2.39062,0.054711,90.0025,27.5338,236.847,123.335,0
0.207329,0.272604,2.82707,0.054711,89.9435,27.5338,237.27,123.335,0
0.207263,0.271078,2.27102,0.054711,90.159,27.5403,252.136,122.335,0
0.208559,0.272926,2.68379,-0.273216,90.0971,27.5413,228.856,123.666,0
0.208836,0.272952,3.01094,0.054711,90.0905,27.5449,250.686,122.673,0
0.207409,0.272754,2.15925,0.054711,89.9388,27.5544,243.814,122.666,0
0.208966,0.273144,1.92583,0.054711,89.86,27.549,222.083,123.666,0
0.208061,0.273505,2.68855,0.382638,90.0209,27.5506,238.313,124.0,0
0.208684,0.272877,2.1764,0.054711,90.0117,27.5639,242.455,123.335,0
0.208741,0.274666,2.57463,0.054711,90.051,27.5639,223.169,123.666,0
0.208262,0.273217,3.11717,0.054711,89.9394,27.5542,251.863,123.335,0
0.209957,0.274136,2.91597,0.382638,90.3257,27.5519,244.725,123.0,0
0.206606,0.272739,2.70371,0.382638,90.2233,27.5554,218.92,123.666,0
0.210857,0.273523,1.6351,-0.273216,89.9499,27.5637,206.244,124.0,0
0.205611,0.272615,3.1107,0.382638,90.1494,27.5621,246.195,123.335,0
0.210323,0.274796,2.69889,0.054711,90.0911,27.5664,209.704,123.666,0
0.207169,0.271195,2.50689,0.054711,90.3084,27.5661,226.818,123.335,0
0.209702,0.274734,2.95183,0.382638,89.8223,27.5661,241.552,123.666,0
0.209604,0.274988,2.75682,0.382638,89.8293,27.5657,229.163,124.0,0
0.208591,0.273014,2.79456,0.054711,90.2327,27.5702,221.729,124.0,0
0.209952,0.274853,2.74347,0.382638,90.2231,27.5586,228.553,123.335,0
0.208757,0.273594,2.83291,0.382638,89.7973,27.5587,248.709,123.666,0
0.209156,0.275111,2.74473,0.382638,90.2416,27.5655,218.54,124.0,0
0.210021,0.27305,3.1718,0.054711,89.9358,27.5571,233.824,124.0,0
0.206751,0.274819,2.77918,0.054711,89.9866,27.5698,225.919,123.335,0
0.210825,0.272594,3.09548,0.054711,90.392,27.5698,244.443,123.666,0
0.205982,0.273504,2.30499,0.054711,89.8199,27.5548,230.36,124.0,0
0.209909,0.274181,2.77173,-0.273216,90.2621,27.5578,232.975,124.0,0
0.20793,0.271402,2.96738,-0.273216,90.4002,27.5519,241.984,123.335,0
0.208749,0.274842,2.78361,0.054711,90.4444,27.5596,231.495,123.0,0
0.208415,0.270092,3.108,0.382638,90.2654,27.5617,251.19,124.335,0
0.208765,0.275305,2.89772,0.054711,90.0045,27.5595,214.318,124.335,0
0.208514,0.271188,2.59405,0.710565,89.9394,27.5493,222.407,123.335,0
0.209565,0.274381,3.01025,0.710565,89.8156,27.5493,231.152,123.0,0
0.208369,0.273148,2.58106,0.382638,90.408,27.5594,235.996,123.0,0
0.208793,0.272727,2.68351,0.382638,90.2141,27.5527,227.659,123.0,0
0.208557,0.275255,0.960792,0.054711,90.2827,27.5648,228.466,123.666,0
0.209323,0.27268,2.95218,-0.273216,90.3969,27.5557,202.537,123.335,0
0.207952,0.275402,2.79177,0.054711,90.1473,27.5635,232.043,123.666,0
0.21006,0.273692,2.76403,0.054711,90.3118,27.5593,208.887,124.0,0
0.207738,0.274094,1.76537,0.382638,90.4455,27.5534,207.398,123.335,0
0.209373,0.273916,2.72629,0.054711,90.3966,27.5553,238.643,123.666,0
0.208109,0.27262,2.69423,0.382638,90.3345,27.5635,226.257,124.0,0
0.208871,0.274562,2.63156,0.382638,90.3665,27.5635,247.296,123.335,0
0.20891,0.271322,2.3932,-0.273216,90.3628,27.5713,234.22,123.0,0
0.209606,0.274123,2.92701,0.054711,90.3985,27.5684,241.226,123.666,0
0.209605,0.274084,2.55953,0.382638,90.4806,27.5607,219.318,122.673,0
0.209884,0.273504,2.45821,0.054711,90.288,27.5682,226.797,122.666,0
0.209379,0.274489,2.49745,0.382638,90.3482,27.5641,228.196,123.666,0
0.209086,0.272971,2.56679,-0.273216,90.4408,27.5669,228.77,123.335,0
0.207998,0.274923,1.46899,0.054711,90.3867,27.5695,228.674,123.0,0
0.210231,0.273562,2.22883,0.054711,90.4998,27.5729,222.638,123.666,0
0.20645,0.273363,2.62009,0.710565,90.4156,27.5697,229.575,123.335,0
0.209682,0.273603,2.54603,0.710565,90.8263,27.5697,239.01,123.0,0
0.206766,0.272755,2.42206,0.054711,90.4888,27.5648,233.102,123.667,0
0.208803,0.274228,2.29746,0.710565,90.5186,27.5756,248.097,123.335,0
0.208592,0.272265,2.45162,0.382638,90.4214,27.5744,217.151,123.667,0
0.208083,0.273757,2.04978,0.054711,90.4014,27.5764,223.956,124.0,0
0.209392,0.274183,1.85685,-0.273216,90.4954,27.5666,214.721,124.0,0
0.208798,0.272911,2.52125,0.054711,90.3612,27.5691,230.4,123.335,0
0.20956,0.274134,2.42566,-0.273216,90.4273,27.5848,228.166,123.0,0
0.209633,0.272661,2.91299,-0.273216,90.7654,27.5848,243.321,123.667,0
0.210013,0.274157,2.65334,0.054711,90.093,27.5785,218.433,123.335,0
0.208854,0.274731,1.76852,0.382638,90.3528,27.5842,223.788,123.667,0
0.207852,0.274947,2.42664,-0.273216,90.6964,27.5813,221.511,123.335,0
0.209754,0.273906,2.60172,0.382638,90.6846,27.5869,237.358,123.0,0
0.208462,0.274492,2.65462,0.054711,90.4884,27.5802,245.753,123.0,0
0.207958,0.273031,2.95255,0.382638,90.1131,27.5863,241.642,123.0,0
0.209341,0.274214,2.3307,0.382638,90.5426,27.5805,214.459,123.667,0
0.207346,0.271683,2.13312,0.382638,90.2911,27.5805,229.196,123.335,0
0.20855,0.273678,2.25201,0.382638,90.6339,27.5867,244.973,123.0,0
0.208623,0.272907,2.65579,0.054711,90.5681,27.5874,231.811,123.0,0
0.208296,0.272902,2.91139,0.054711,90.0247,27.5957,236.214,123.0,0
0.207384,0.272122,2.66087,0.054711,90.5754,27.5913,242.838,123.0,0
0.2071,0.272423,2.53908,0.054711,89.9524,27.5916,229.203,123.667,0
0.206914,0.271444,2.87295,0.382638,89.9109,27.5814,240.82,122.672,0
0.205523,0.272694,2.87901,0.054711,89.8784,27.5891,215.096,122.667,0
0.203781,0.270055,2.90181,0.054711,90.2417,27.5891,224.228,122.335,0
0.205727,0.271675,2.64283,0.054711,90.0987,27.587,226.724,122.0,0
0.204893,0.27097,2.73371,0.382638,89.9869,27.5827,229.371,122.0,0
0.203867,0.269923,2.40394,0.054711,89.9344,27.5816,231.036,122.0,0
0.204237,0.270713,2.48806,0.382638,90.1039,27.5908,229.01,122.0,0
0.205536,0.271281,2.76044,0.382638,89.9681,27.5875,249.24,122.0,0
0.20481,0.270377,2.25513,-0.601143,89.904,27.5859,249.62,121.335,0
0.205642,0.273011,1.20826,0.054711,90.0094,27.5874,213.3,121.667,0
0.205443,0.27045,2.46136,0.054711,89.9094,27.5916,245.122,121.335,0
0.206227,0.27346,1.91423,0.054711,89.9557,27.5916,222.543,122.335,0
0.206056,0.270694,2.48356,0.054711,90.079,27.5917,229.562,121.672,0
0.20702,0.273395,1.80692,0.382638,89.9566,27.5926,225.226,121.667,0
0.2066,0.270845,2.08102,0.054711,89.814,27.5949,251.31,122.0,0
0.207426,0.273449,1.95471,0.382638,90.0653,27.5979,230.428,122.0,0
0.206544,0.271473,2.92262,0.054711,89.8881,27.5982,242.668,122.0,0
0.207855,0.273437,2.47166,0.054711,89.9403,27.5973,228.208,122.667,0
0.206652,0.271483,2.41661,0.054711,89.8224,27.5946,249.351,122.335,0
0.208444,0.273353,2.14402,0.054711,89.7187,27.5946,213.516,122.667,0
0.206897,0.271957,2.38328,0.382638,89.885,27.598,238.089,122.335,0
0.207071,0.270886,2.15882,0.054711,89.9546,27.5918,225.152,122.0,0
0.208888,0.274662,2.32133,0.382638,89.8406,27.5931,221.691,122.667,0
0.207605,0.270536,3.02693,0.054711,90.0991,27.5971,238.929,122.335,0
0.209168,0.27454,2.25792,0.382638,89.8907,27.5985,229.91,122.0,0
0.208393,0.271742,2.38699,0.382638,89.87,27.6009,226.53,122.667,0
0.209107,0.27307,3.10824,0.382638,89.8699,27.6014,241.347,123.0,0
0.208239,0.273304,2.99782,0.054711,90.3808,27.6107,219.439,123.0,0
0.209407,0.272629,3.07767,0.054711,90.2782,27.599,224.469,122.335,0
0.208474,0.274752,2.92688,0.054711,89.788,27.5996,247.16,122.667,0
0.209339,0.272758,2.79633,0.054711,90.3619,27.5996,220.765,123.0,0
0.208901,0.275041,2.71193,0.382638,89.7562,27.601,230.681,122.335,0
0.209407,0.273172,2.37668,-0.273216,90.4656,27.5975,221.155,122.667,0
0.209391,0.274603,2.3625,-0.273216,90.3769,27.5989,222.381,123.667,0
0.207818,0.272831,2.65225,0.382638,90.008,27.5976,238.119,122.672,0
0.2101,0.274222,2.63462,-0.273216,90.4101,27.5976,218.802,122.667,0
0.206848,0.272025,2.48399,0.054711,90.4295,27.5914,230.036,123.0,0
0.210222,0.273616,2.16321,0.054711,90.229,27.5964,208.442,123.0,0
0.210126,0.274364,2.07728,0.054711,90.0895,27.5964,206.853,123.0,0
0.209231,0.27145,2.32554,0.054711,90.3478,27.6088,251.113,123.667,0
0.210381,0.27419,1.87967,0.054711,90.012,27.5925,218.369,123.335,0
0.208687,0.272723,2.46727,0.054711,90.4016,27.5983,223.772,123.0,0
0.21061,0.274555,2.89206,-0.273216,90.3595,27.6032,231.469,123.0,0
0.208721,0.273807,1.91195,-0.273216,90.43,27.5899,229.713,123.667,0
0.210049,0.274402,1.46916,0.382638,90.4839,27.5941,203.317,123.335,0
0.209632,0.274467,2.64088,0.054711,90.3267,27.5985,227.414,123.0,0
0.208222,0.272308,1.75717,0.382638,90.3429,27.6035,227.157,122.335,0
0.210987,0.273999,1.9132,0.382638,90.2493,27.6035,224.574,122.0,0
0.206548,0.271211,1.91211,0.054711,90.3477,27.5974,206.333,122.0,0
0.210935,0.275243,2.71503,0.054711,90.5014,27.5927,226.89,122.667,0
0.208525,0.271807,2.3195,0.054711,90.1902,27.6047,249.927,122.335,0
0.210123,0.274935,2.75764,0.382638,90.3713,27.6081,235.297,122.0,0
0.209786,0.271634,3.02453,0.054711,90.462,27.5993,248.158,122.667,0
0.209528,0.273757,2.14792,0.710565,90.482,27.6086,219.45,122.0,0
0.210361,0.273539,2.45945,0.054711,90.4079,27.6233,236.791,122.0,0
0.210142,0.274778,2.47249,0.710565,90.4594,27.616,227.758,122.0,0
0.209366,0.274027,0.925797,0.382638,90.4298,27.6197,204.023,122.667,0
0.210871,0.274191,2.36131,0.382638,90.6486,27.621,232.354,123.667,0
0.207264,0.272226,2.47535,0.054711,90.5808,27.621,231.05,122.672,0
0.210706,0.273633,1.99604,-0.273216,90.4956,27.6198,229.544,122.667,0
0.208296,0.271615,2.94185,-0.273216,90.7104,27.6268,239.654,123.667,0
0.210373,0.274484,2.30022,0.382638,90.2999,27.6302,219.074,124.0,0
0.210364,0.270858,2.82739,0.054711,90.4435,27.6221,225.733,122.672,0
0.210922,0.274408,2.83692,0.054711,90.468,27.6337,211.76,122.667,0
0.209626,0.274259,2.80741,0.710565,90.486,27.637,225.236,123.0,0
0.210935,0.274932,1.33358,0.054711,90.4231,27.6358,221.59,122.335,0
0.20945,0.275207,2.99569,0.054711,90.5413,27.6358,247.62,123.0,0
0.211012,0.271735,2.50892,0.054711,90.5104,27.6449,230.419,123.0,0
0.206875,0.273358,2.67623,0.054711,89.7646,27.6415,235.424,122.335,0
0.211323,0.27163,1.73868,0.382638,90.5397,27.6547,223.553,122.667,0
0.20621,0.271839,1.84618,0.054711,90.5059,27.6528,228.751,123.0,0
0.21193,0.27269,2.54181,0.382638,90.2709,27.6444,230.089,123.0,0
0.207496,0.27152,2.86078,0.054711,89.9544,27.6545,245.041,122.335,0
0.210529,0.274671,2.76373,0.054711,89.9796,27.6585,229.699,122.667,0
0.209878,0.271659,1.90269,0.054711,90.0926,27.6616,210.552,122.335,0
0.209553,0.275052,2.42357,-0.601143,89.9497,27.6609,220.217,122.667,0
0.210661,0.270589,1.77629,-0.273216,90.4189,27.6525,229.353,123.0,0
0.210424,0.274172,3.05055,-0.273216,89.8909,27.6525,251.029,123.0,0
0.210398,0.272537,2.66259,0.054711,89.9169,27.6588,228.212,123.0,0
0.211055,0.27489,1.89305,0.382638,89.7974,27.6435,224.289,123.0,0
0.209673,0.2751,2.68398,0.382638,89.8595,27.6382,232.334,123.0,0
0.211626,0.272863,2.59071,0.054711,90.1019,27.6462,222.561,123.667,0
0.208464,0.27347,2.35516,0.054711,89.9499,27.6494,238.315,123.335,0
0.210973,0.273487,2.52212,0.382638,89.9394,27.6334,216.803,123.0,0
0.209309,0.271874,2.39672,0.054711,89.9843,27.6467,230.439,123.0,0
0.210279,0.274642,2.82233,0.054711,89.9715,27.6548,227.019,123.0,0
0.210805,0.270772,2.21816,0.382638,89.8392,27.6548,228.186,123.0,0
0.21128,0.273957,2.82472,0.054711,89.9226,27.6396,225.127,123.667,0
0.210724,0.273839,2.32373,0.054711,90.0007,27.6461,240.459,123.335,0
0.210183,0.273432,2.17124,-0.273216,89.8758,27.6432,249.066,123.0,0
0.211458,0.273732,2.43704,0.054711,89.9743,27.6483,217.526,123.0,0
0.209602,0.274789,1.90299,0.382638,89.8264,27.6411,232.312,123.0,0
0.210898,0.272912,2.58835,-0.601143,89.9904,27.6371,219.842,123.0,0
0.208422,0.27356,1.86342,-0.273216,89.9446,27.6411,226.612,123.0,0
0.208341,0.272223,1.66826,-0.273216,89.8835,27.6261,222.625,123.0,0
0.209574,0.273855,2.46285,-0.273216,89.9299,27.6252,236.202,123.0,0
0.209302,0.271,2.56637,0.054711,89.8579,27.6277,226.331,123.0,0
0.209653,0.273393,2.5324,0.054711,89.9089,27.6277,227.739,123.667,0
0.21098,0.271294,2.55497,0.382638,89.8733,27.6217,231.489,123.335,0
0.213869,0.274226,2.67296,0.054711,89.9745,27.6193,228.612,123.0,0
0.214018,0.274724,2.7873,0.054711,89.7895,27.6138,238.163,123.667,0
0.213297,0.272199,2.72783,0.382638,89.8287,27.6194,227.384,123.335,0
0.213447,0.275326,2.85684,0.382638,89.9786,27.6116,205.404,123.0,0
0.213186,0.275005,1.87126,0.382638,90.033,27.6087,215.822,123.0,0
0.214143,0.274703,1.85857,0.382638,89.9421,27.6048,223.366,124.335,0
0.211652,0.2758,2.74946,0.054711,89.9908,27.602,228.847,123.672,0
0.213977,0.275193,3.04424,0.382638,89.6969,27.6153,235.813,124.335,0
0.211863,0.273551,2.69857,0.382638,89.8557,27.6153,224.547,124.335,0
0.21174,0.274158,2.03347,0.054711,90.003,27.6057,218.514,123.667,0
0.212471,0.272304,1.85882,-0.601143,89.835,27.6015,231.118,124.0,0
0.213677,0.274992,3.04949,0.710565,89.862,27.5986,250.774,124.0,0
0.214179,0.273221,2.61294,0.710565,89.6896,27.6009,214.415,124.0,0
0.213857,0.274449,2.82495,0.054711,89.7855,27.6042,233.866,124.0,0
0.213244,0.275802,2.15789,0.054711,89.8429,27.6033,215.304,124.0,0
0.213705,0.273493,2.11007,0.054711,90.0915,27.6005,235.714,124.0,0
